rxns_subSystems1	rxns_subSystems2
5HOXINDACTO2OX	Transport, mitochondrial * Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
5HOXINOXDA	Transport, mitochondrial * Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial
5HTRPVESSEC	Transport, mitochondrial * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, extracellular * Ubiquinone synthesis * Transport, extracellular * Transport, mitochondrial * Arginine and proline metabolism * Arginine and proline metabolism * Transport, mitochondrial * Tyrosine metabolism
5MTHFt	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial
5MTHFt2	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism
5THFtl	Transport, mitochondrial * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, extracellular
5THFtm	Transport, mitochondrial * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, lysosomal
6DHFtl	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, extracellular
6DHFtm	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, lysosomal
6HTSTSTERONEte	Ubiquinone synthesis * Methionine and cysteine metabolism * Tyrosine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
6HTSTSTERONEtr	Ubiquinone synthesis * Methionine and cysteine metabolism * Tyrosine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, endoplasmic reticular
6THFtl	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, extracellular
6THFtm	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, lysosomal
7DHCHSTEROLtr	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Methionine and cysteine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, endoplasmic reticular
7DHFtl	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, extracellular
7DHFtm	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, lysosomal
7THFtl	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, extracellular
7THFtm	Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, lysosomal
A_MANASEly	Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial
A4GALTc	Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Heme synthesis
A4GALTg	Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, extracellular
A4GNT1g	Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular
A4GNT2g	Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, extracellular
AACTOOR	Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
AACTtm	Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal
AASAD3m	Transport, mitochondrial * Transport, mitochondrial * Arginine and proline metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, nuclear * Transport, lysosomal
AATAi	Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tryptophan metabolism
ABO1g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, extracellular
ABO2g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular
ABO3g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, nuclear * Transport, extracellular
ABO4g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Transport, extracellular
ABO5g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
ABO6g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, extracellular
ABO7g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, extracellular
ABO8g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Sphingolipid metabolism * Transport, extracellular
ABO9g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tryptophan metabolism * Transport, extracellular
ABTArm	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, endoplasmic reticular * Transport, lysosomal
ABTD	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism
ABTti	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tryptophan metabolism
ABUTt2rL	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, endoplasmic reticular * Tyrosine metabolism
ABUTt4_2_r	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Transport, extracellular * Tyrosine metabolism * Transport, extracellular * Transport, endoplasmic reticular
ACACT10m	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Transport, lysosomal
ACACT1rm	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, endoplasmic reticular * Transport, lysosomal
ACACT1x	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, lysosomal
ACACt2m	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, lysosomal
ACACT4p	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Transport, mitochondrial
ACACT5p	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial
ACACT6p	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial
ACACT7p	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial
ACACT8p	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Sphingolipid metabolism * Transport, mitochondrial
ACACT9p	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Tryptophan metabolism * Transport, mitochondrial
ACACtx	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal
ACALDtm	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal
ACALDtr	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, endoplasmic reticular
ACALDtx	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal
ACCOACm	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, lysosomal
ACCOAgt	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial
ACCOALm	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, lysosomal
ACCOAtn	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial
ACCOAtr	Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Transport, endoplasmic reticular
ACETONEt2	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism
ACETONEt2m	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, lysosomal
ACGAGBSIDEtg	Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Taurine and hypotaurine metabolism * Tyrosine metabolism * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
ACGAGBSIDEtl	Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Taurine and hypotaurine metabolism * Tyrosine metabolism * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
